variant,context_id,context_text,position,source_file,preceding_char,following_char
門,88,戒宿命因緣八方法輪之門中有罪福之陽各有禁戒,4411,,戒,
門,89,聞諸天諸天之上各有生門權道圖雲開門人道乾宮,4456,,宮,
門,90,上各有生門權道圖雲開門人道乾宮通天之絳宮休,4462,,休,
門,91,人道乾宮通天之絳宮休門釋道坎宮通天之明堂生,4473,,生,
門,92,釋道坎宮通天之明堂生門仙道艮宮<md:KR,4484,,R,
門,93,5a>通天之玉堂此三門在三天之上吉道也出之,4522,,之,
門,94,之上吉道也出之遇福死門鬼道坤宮與死炁相通杜,4536,,杜,
門,95,鬼道坤宮與死炁相通杜門業道巽宮入死戸傷門地,4547,,地,
門,96,杜門業道巽宮入死戸傷門地獄道震宮驚門畜生道,4556,,道,
門,97,死戸傷門地獄道震宮驚門畜生道兌宮此二門乃二,4563,,二,
門,98,宮驚門畜生道兌宮此二門乃二炁交分之路景門神,4571,,神,
門,99,二門乃二炁交分之路景門神道離宮在陽炁終絕之,4580,,之,
門,100,在陽炁終絕之地然此八門有吉有兇兇則死戸吉則,4595,,則,
門,101,吉有兇兇則死戸吉則生門故經雲諸天之上各有生,4607,,生,
門,102,故經雲諸天之上各有生門雖兇門亦有通天受生之,4618,,之,
門,103,諸天之上各有生門雖兇門亦有通天受生之吉道已,4621,,已,
門,104,道莽莽鬼道樂兮當人生門天道貴生鬼道貴終仙道,4757,,道,
門,105,016a>算斷截人命門阿人歌洞章以攝北羅酆,4841,,酆,
門,106,舉其畧)把持符籍當生門(執符把籙保命生根),5447,,),
門,107,元炁發自明堂宮右腎命門上屬西北乾方紐太淵府,5572,,府,
門,108,管通至泥丸宮上丹田顖門靈谷總出上元)唯有開,5710,,開,
門,109,七(二十八宿也)入金門(元綱流演之法存思北,5854,,北,
門,110,迴厯度二十八宿竟還金門之上叩齒心拜)正是丹,5889,,丹,
門,111,迴厯度二十八宿竟還金門之上若天陰無光當於室,6123,,室,
門,112,仙也)此章亦名鍊度金門大咒萬遍成仙按大法一,6409,,一,
門,113,中自然生眞也惒者日月門戸之名觀者觀覺天中帝,1875,,帝,
門,114,華都者天中太極宮靑華門之別名曲者天中有梵天,2408,,天,
門,115,都(丁亥)☶☰明魔上門(戊子巳文)☶☳此八,2703,,八,
門,116,04-009b>帝也門者門下也人能明解八字,2852,,字,
門,117,-009b>帝也門者門下也人能明解八字之義,2854,,義,
門,118,伏上帝育養於始生之神門門下韓君司錄度算於南,2879,,南,
門,119,上帝育養於始生之神門門下韓君司錄度算於南宮,2880,,宮,
門,120,炁十轉之關則入法輪之門乘八景之輿昇唱玉淸之,5278,,之,
門,121,學道之人攬姿者三界之門名人之此號神王則開長,5441,,長,
門,122,拔九幽之魂以度三界之門也運容者玄和玉女之名,5465,,名,
門,123,玉女之名人得度三界之門運容則以朱靈之炁導之,5482,,之,
門,124,爲開長冥之戸昇更生之門上登玉京之臺誦畢叩齒,5684,,齒,
門,125,3a>之魂昇入法輪之門也誦畢叩齒七通卽臨目,7757,,目,
門,126,氛接我琅碧輿昇入微妙門揚輝浩極家洞耀九玄眞,7855,,眞,
門,127,照素雲內外變化昇入洞門七祖出夜九幽放魂三徒,8104,,徒,
門,128,王乘象輪之車遊九玄之門轉九機之度應劫會之期,8323,,期,
門,129,奏諸天萬神朝禮地祇侍門大勳魔王保舉上仙御註,236,,註,
門,130,備尅得遊行三界昇入金門玄師曰知中篇之音齋而,282,,而,
門,131,落綱輪廼周中央幽玄還門菏薩作生招非化久法䏍,949,,䏍,
門,132,曰桃君混合生宮保護命門通仙致炁齊景寶雲七祖,2657,,祖,
門,133,錄詵詵所向如心萬神盈門常存太上帝一泥丸雌雄,2939,,雄,
門,134,經已後惟願眾生深入法門皈依信受聞經已後惟願,3455,,願,
門,135,雲(辰文二指上文)上門(巳文二指尖)流玄(,4735,,(,
門,136,曰紫微三曰貪狼四曰巨門五曰祿存六曰文曲七曰,575,,曰,
門,137,是能行出世間之孝。法門廣大，孝道圓明，而世,1765,,世,
門,138,三才主？有孝方開百行門。奉勸世人須自醒，釋,1941,,釋,
門,139,儀當演唐圭峯禪師，禪門宗匠，教海龍象。至於,1974,,於,
門,140,動。又明教大師，真吾門法匠。為明道眼，歷遍,2140,,遍,
門,141,氏，哀號惋切，報效無門，力著《孝論》一十二,2169,,二,
門,142,表《孝行錄》中百二十門孝也。或有父母著不淨,3320,,淨,
門,143,是非之情，以一乘之教門，酬二親之罔極。更望,4401,,望,
門,144,起大悲心；眾生入塵勞門，由煩惱障。所以現身,4541,,身,
門,145,三寶滅罪真言止)開壇門部陀羅尼法不孤起，仗,7562,,仗,
門,146,第一時宣演如來行孝法門，開導人天覺路，伏願,8945,,願,
門,147,一心奉請，道場會主二門四門歷代宗親，當齋亡,11873,,亡,
門,148,奉請，道場會主二門四門歷代宗親，當齋亡者含,11875,,含,
門,149,無量樂。」小乘四諦法門：苦聖諦、集聖諦、滅,12480,,滅,
門,150,聖諦。中乘十二因緣法門：無明緣行，行緣識，,12505,,，,
門,151,「孝」之一字，眾妙之門。慈覺頌雲：「佛以孝,1419,,孝,
門,152,。微塵菩薩子，盡入此門中。」即其義也。「我,1448,,我,
門,153,恩菩薩子，古今盡入此門中。」大孝釋迦牟尼佛,1519,,佛,
門,154,難入城乞食。有一婆羅門子，孝養父母，擔負老,1596,,老,
門,155,世尊熙怡微笑，從其面門放五色光，照於十方一,1777,,一,
門,156,淨飯王宣說六界差別法門竟，又白王言：「大王,7472,,王,
門,157,一切法無滅，是陀羅尼門。何以故？於此一切法,7627,,法,
門,158,無取無捨，是名陀羅尼門。彼陀羅尼門無有相貌,7653,,貌,
門,159,名陀羅尼門。彼陀羅尼門無有相貌，無有自性，,7659,,，,
門,160,脫。大王，應當以此法門，入一切法。大王，是,7714,,是,
門,161,身堅密何曾礙？笑倒雲門赤肉團。」大孝釋迦牟,9559,,牟,
門,162,輪迴路上安能捨？解脫門中正好趨。世出世間須,10296,,須,
門,163,婆訶。三歲孩兒，閃在門外裏。娘見兒行，生得,2182,,得,
門,164,婆訶。四歲孩兒，閃在門而外。看見三寶，合掌,2365,,掌,
門,165,無讚如來，第三號，四門遊翫觀生老，回頭看時,4321,,時,
門,166,具疏文一函，上詣總相門中。(呈進)躬伸禮請,5041,,請,
門,167,，玉龍頂上裊龍涎。滿門俱是俊才子，堂上恭欽,5601,,欽,
門,168,年少。母在家中，倚定門上靠。腸斷目暝，只等,6126,,等,
門,169,欲陞寶座，演說世諦法門，伏冀聖慈密垂加護，,328,,，,
門,170,孝之罪異也。儒則旌表門閭，上天之報；釋則瑩,3054,,瑩,
門,171,虔求報答之方。得此法門，實為妙行。冀諸聞聽,3638,,聽,
門,172,，逆之則禍生。禍福之門，皆因於我。故經雲：,3880,,：,
門,173,者朝廷獎譽；七者旌表門閭；八者往生淨土；九,4540,,九,
門,174,。至於成人，委之以家門，訓之以《詩》《禮》,5777,,》,
門,175,迦牟尼佛(加持護命善門真言)病則致其憂儀當,6734,,當,
門,176,猶如萬箭攢心。自代無門，宜求諸聖。又念業通,7171,,通,
門,177,哀！壯哉古哲！如婆羅門女，福德深厚，諸天欽,7796,,欽,
門,178,恭銜悲哀切。俄有一沙門曰：「我有兩瓜，分一,10677,,一,
門,179,。」還以與母。尋訪沙門，莫知所在。趙符制名,10700,,名,
門,180,化，翌日母愈。楊炎一門，三世以孝行稱，至門,11089,,門,
門,181,門，三世以孝行稱，至門樹六闕，古所未有。王,11099,,王,
門,182,恨不獲終養，乃穿壙為門，蹬道出入。晨夕灑掃,11395,,掃,
門,183,方，汝等莫得而知，無門而入。我今仗佛神力、,14893,,、,
門,184,勸修六度；勸修一乘法門；勸父母成佛；普勸大,119,,大,
門,185,皈依覺路，爭能履踐法門。比丘(某)謹與會主,310,,主,
門,186,中，將陞寶座，宣演法門，願我音聲遍周法界，,372,,，,
門,187,諸有情，同歸無上涅槃門，盡泛毗盧華藏海。」,962,,」,
門,188,之恩。此乃趣十力之要門，報二親之捷徑。非但,2260,,但,
門,189,令善力轉增強，各得其門而趣入。「父母橫擔左,4562,,左,
